eventid,date,country_txt,region_txt,city,latitude,longitude,attacktype1_txt,attacktype2_txt,targtype1_txt,targtype2_txt,targtype3_txt,targsubtype1_txt,targsubtype2_txt,targsubtype3_txt,gname,gsubname,gname2,gsubname2,success,suicide,extended,motive,target1,weaptype1_txt,nkill,nwound,summary
1242.0,,France,Unknown,Paris,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,0,"FRANCE.  Bombs exploded outside three Spanish banks in Paris, causing extensive damage."
1243.0,,France,Unknown,Paris,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,0,"FRANCE.  Bombs exploded outside three Spanish banks in Paris, causing extensive damage."
1244.0,,Argentina,Unknown,Cordoba,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,0,ARGENTINA.  A bomb exploded in the Cordoba offices of Xerox Argentina.
1245.0,,Philippines,Unknown,Manila,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Moro National Liberation Front (MNLF),Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Unknown,0,0,"PHILIPPINES.  Heavily armed Philippine bandits hijacked a Japanese freighter with 27 persons aboard in Manila and demanded a ransom of $133,000.  The group, saying that they were members of the same band that abducted a Japanese woman tourist a month earlier, warned authorities against any military intervention.  The ship, Suehiro Maru, had a crew of 22 Japanese and five Philippines.  The bandits were followers of a commander Jikiri, who was identified as the man who directed the kidnapping of Mrs. Yoko Seki on August 25.  (Mrs. Seki was released unharmed after Philippine authorities said a ransom of $28,500 was paid, part of which was recovered.) The 40 Muslim pirates surrendered unconditionally and released the Japanese freighter with 29 hostages on September 28.  No ransom was paid.  The rebels, members of the Moro National Liberation Front, have been fighting for a separate Moslem state in the southern Philippines.  The rebels offered to release the ship and crew in return for safe passage, but this was refused."
1246.0,,Colombia,Unknown,Bogota,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Military Liberation Front of Colombia,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,0,"COLOMBIA.  Two bombs exploded at the Soviet Chancery in Bogota. Shortly afterwards, a bomb detonated at the site of a Cuban film festival sponsored by the Cuban embassy.  There were no injuries. Leaflets found at both sites attributed the bombings to the Military Liberation Front of Colombia.  It is likely that an anti-Castro Cuban exile group planted the bombs."
1247.0,,Colombia,Unknown,Bogota,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Military Liberation Front of Colombia,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,0,"COLOMBIA.  Two bombs exploded at the Soviet Chancery in Bogota. Shortly afterwards, a bomb detonated at the site of a Cuban film festival sponsored by the Cuban embassy.  There were no injuries. Leaflets found at both sites attributed the bombings to the Military Liberation Front of Colombia.  It is likely that an anti-Castro Cuban exile group planted the bombs."
1248.0,,Turkey,Unknown,Ankara,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,0,TURKEY.  A stick of dynamite was thrown into the garden of the Ankara residence of the Spanish ambassador.
1249.0,,United States,Unknown,Boston,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,1,UNITED STATES.  A man was slightly injured when a small bomb exploded in the office of Iberia Airlines in Boston.
1250.0,,Angola,Unknown,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Popular Movement for the Liberation of Angola,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Unknown,0,0,"ANGOLA.  American teacher, Patricia Thornton, is believed being held prisoner of the Popular Movement for the Liberation of Angola.  A second American, Jose Diaz, a cattle rancher, is also believed held by the same group."
1251.0,,Angola,Unknown,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Popular Movement for the Liberation of Angola,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Unknown,0,0,"ANGOLA.  American teacher, Patricia Thornton, is believed being held prisoner of the Popular Movement for the Liberation of Angola.  A second American, Jose Diaz, a cattle rancher, is also believed held by the same group."
1252.0,,Ireland,Unknown,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Provisional Irish Republican Army (PIRA),Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Unknown,0,0,"IRELAND.  A splinter group of the military Provisional wing of the IRA kidnapped a Dutch businessman, Tiede Herrema.  The kidnapped man was managing director of a branch of the Dutch Ferenka Company in Limerick.  The terrorists threatened to kill him unless Ireland freed three top Irish Republican Army prisoners.  Among the three prisoners the terrorists wanted released was Brigitte Rose Dugdale, British heiress turned revolutionary.  In addition to the release of Miss Dugdale, the kidnappers demanded freedom for IRA provisional terrorists Kevin Malin and Jim Hyland.  After being held prisoner by the Irish terrorists for 36 days, Tiede Herrema was released unharmed on November 8.  The two IRA members surrendered to Irish police.ADDINFO:  Until Herrema's release, negotiations with the kidnappers were carried out by Chief Superintendent Lawrence Wrenn, head of the security division of the Irish police force, who provided food and changes of clothing for all three persons.  Police in Dublin announced that they were holding Brian McGowan and John Vincent Walsh in connection with the kidnapping."
1253.0,,Lebanon,Unknown,Beirut,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Firearms,3,14,"LEBANON.  Three Arab terrorists attacked the Beirut airport in an apparent attempt to hijack an airplane and take Egyptian passengers as hostages in protest of the Egyptian-Israeli Sinai accord.  Three persons were killed and 14 wounded.  Security forces killed one gunman and wounded and captured two others.  A fourth gunman, driver of the car that carried the group to the airport, was later turned over to the police by the security arm of the PLO.  The terrorists carried papers showing two of them to be Palestinians, one Syrian, and one Libyan.  The Palestinian Revolutionary Command condemned the attack and indicated that the so-called Rejectionist Front was behind the action."
1254.0,,United States,Unknown,Miami,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Anti-Castro Cubans,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,0,"UNITED STATES.  An explosion occurred at the Dominican Republican consulate in Miami, Florida.  No one was injured; extensive property damage resulted.  A telephone caller to a Miami newspaper said a group called the Youths of the Star had placed the bomb.  This is a code name suspected of being used by the FLNC, an anti-Castro Cuban exile group.  The bombing was thought to be related to the Dominican Republic extradition to the United States of a Cuban exile wanted as a federal fugitive."
1255.0,,France,Unknown,Saint-Jean-de-Luz,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Firearms,3,0,FRANCE.  Three members of ETA were shot to death near Saint-Jean-de-Luz in French Basque country.
1256.0,,Argentina,Unknown,Buenos Aires,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Unknown,0,0,"ARGENTINA.  Ten armed refugees, nine of them Chileans, one Brazilian living in Argentina, occupied the offices of the United Nations High Commission for Refugees in Buenos Aires, and held 14 employees hostage.  The refugees, two women and eight men, demanded to be taken to a new homeland because of their poor living conditions in Argentina.  The Argentine government agreed to give the captors safe passage out of the country.  By night fall, eight women who had been held were freed before a final settlement was reached.  The six remaining hostages, including Robert Mueller, a Swiss who headed the UN High Commission for Refugees office, and nationals of Argentina, Chile, and Austria, were freed on October 10, 1975, after the group of refugees were flown out of Argentina for asylum in Algeria, the only country that would accept them.  They took along seven members of their families for whom they had also demanded safe passage out of the country."
1257.0,,France,Unknown,Paris,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Firearms,0,1,FRANCE.  A Spanish assistant military attache in Paris was shot several times.  The attackers escaped.  A group using the name of an executed Basque terrorist claimed responsibility for the shooting by issuing a statement in a left-wing Paris newspaper.
1258.0,,Federal Republic of Germany,Unknown,Mainz,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,0,FEDERAL REPUBLIC OF GERMANY.  The Spanish consulate in Mainz was bombed.  No one was injured although there was extensive damage. Political leftists were believed responsible.  It was a suspected reaction against Spain's execution of convicted terrorists.
1259.0,,United States,Unknown,Fort Lauderdale,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Anti-Castro Cubans,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,0,"UNITED STATES.  The County Courthouse in Fort Lauderdale, Florida, was bombed by the FLNC."
1260.0,,United Kingdom,Unknown,London,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Provisional Irish Republican Army (PIRA),Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,1,20,"UNITED KINGDOM.  A bomb hidden in a bag exploded at a Central London bus stop, killing one man waiting for a bus, injuring 20 other people. The blast was blamed on the IRA."
1261.0,,Turkey,Unknown,Ankara,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,0,"TURKEY.  A bomb was thrown from a passing car into the parking lot of an Ankara building occupied by the U.S. Base Civil Engineer Detachment.  A second explosion occurred at the Ankara Officers' Club, which was occupied by U.S. servicemen.  No injuries were reported, although there was property damage."
1262.0,,Turkey,Unknown,Ankara,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,0,"TURKEY.  A bomb was thrown from a passing car into the parking lot of an Ankara building occupied by the U.S. Base Civil Engineer Detachment.  A second explosion occurred at the Ankara Officers' Club, which was occupied by U.S. servicemen.  No injuries were reported, although there was property damage."
1263.0,,France,Unknown,Paris,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,0,"FRANCE.  A bomb went off at an anti-Franco, Spanish-language publishing house in Paris causing considerable damage, but no injuries.  It appears to have been one of the targets bombed as a result of the September 27 execution of convicted Spanish terrorists."
1264.0,,Argentina,Unknown,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Firearms,2,0,ARGENTINA.  An Italian executive and his bodyguard were shot to death by unidentified terrorists.  No one claimed responsibility for this act.
1265.0,,United States,Unknown,Miami,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Anti-Castro Cubans,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,0,UNITED STATES.  A bomb exploded in a locker at Miami International Airport near the Dominican Airlines ticket counter.  Polando Otero was arrested and convicted of the bombing.
1266.0,,United States,Unknown,Miami,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,0,UNITED STATES.  A time bomb was discovered in the offices of the Dominicana Airlines in Miami.  The bomb was dismantled.
1267.0,,Lebanon,Unknown,Beirut,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Unknown,0,0,"LEBANON.  Two U.S.  government employees jogging through a leftist neighborhood in Beirut were kidnapped by unidentified abductors. Observers suspected that either Palestinian commandos or Lebanese leftists were responsible for the disappearance of Charles Gallagher and William Dykes, Jr., a director and assistant director respectively of a large suburban printing plant that belongs to the U.S. Information Agency and which publishes magazines and pamphlets in Arabic, French, Russian, and other languages.  The two Americans were released unharmed on February 25, 1976.  The PFLP denied any involvement with the kidnapping.."
1268.0,,Austria,Unknown,Vienna,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Firearms,1,0,"AUSTRIA.  Three armed men stormed into the Turkish embassy in Vienna and killed the ambassador.  The envoy, Danis Tunaligil, was killed by a group calling itself The Armenian Liberation Army. The ambassador was killed with British- and Israeli-made submachineguns.  The gunmen escaped; Austrian police arrested a number of suspects, later released.  Their action appeared to be political according to an embassy official, but it was never ascertained if the killers were of Greek or Turkish origin."
1269.0,,Ethiopia,Unknown,Ismaram,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Eritrean Liberation Front (ELF),Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Unknown,0,0,"ETHIOPIA.  Two armed men broke into the British consulate in Ismaram and kidnapped the honorary consul, Basil Burwood-Taylor.  The ELF is suspected of the action.  He was released unharmed on May 3, 1976. No demands were apparently made."
1270.0,,France,Unknown,Paris,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Firearms,2,0,"FRANCE.  Turkey's ambassador to France, Ismail Erez, was killed by unknown assailants as he drove back to the embassy in Paris from a reception.  His driver was also killed in the ambush.  An Armenian group called the Commandos of the Avengers of the Armenian Genocide claimed responsibility.ADDINFO FF:  Erez, 53, and his 23 year old chauffeur Talip Yener, were killed in daylight by two men who approached their car and opened fire with submachineguns.  The gunmen escaped.  A phone caller to the Agence France Presse bureau in Beirut, Lebanon, claimed the assassinations had been carried out by the Secret Armenian Army for the liberation of Armenia, a group which had announced its formation in a tract delivered to the AFP office in Athens Sept.  17. Telephoned messages to the Associated Press office in Vienna and to Radio Station Europe in Paris claimed that the killings were the work of EOKAB, the Greek Cypriot underground organization.  Oct. 25 reported that Turkish authorities had closed main checkpoint in Nicosia.  A crowd of 4000 demonstrators demanded revenge against Greeks and Cypriots for the killings.  Spokesman at United Nations and U.S. Mission to the UN in New York said Oct. 24 that extra security measures were being taken to protect the Turkish delegation."
1271.0,,Argentina,Unknown,Buenos Aires,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Montoneros (Argentina),Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Unknown,0,0,ARGENTINA.  The West German production manager of the Mercedes-Benz truck factory in Buenos Aires was kidnapped by the Montoneros.  He was released on December 24 after a large ransom was paid and labor concessions were made.
1272.0,,Lebanon,Unknown,Beirut,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Firearms,0,0,LEBANON.  Two Scandinavian diplomats and a French diplomat were kidnapped in a raid on a popular hotel in central Beirut after gunmen shot their way into their rooms.  They were later released unharmed after intervention by the PLO.
1273.0,,Ethiopia,Unknown,Asmara,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Eritrean Liberation Front (ELF),Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Unknown,0,0,"ETHIOPIA.  Eritrean guerrillas kidnapped Egizio Fralaschi, an Italian teacher, in Asmara."
1274.0,,Lebanon,Unknown,Beirut,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Firearms,0,1,"LEBANON.  Philip Caputo, a staff correspondent for the Chicago Tribune in Beirut, claimed that he was deliberately shot at by leftist gunmen after being directed by them to walk down a street.  He was wounded in both feet and in the back."
1275.0,,Lebanon,Unknown,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Firearms,0,0,LEBANON.  Twelve gunmen burst into the sixth-floor office apartment of Washington Post reporter Jonathan C. Randal just before dawn and led him to a waiting car.  They kept him for several hours.
1276.0,,Lebanon,Unknown,Beirut,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Firearms,0,0,"LEBANON.  Michael Ross, an American newsman with United Press International, was detained for more than an hour by gunmen from the Ain El Mreisse quarter of Beirut near the U.S. embassy."
1277.0,,Lebanon,Unknown,Beirut,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,0,LEBANON.  Several mortar rounds landed on the Beirut residence of the Austrian ambassador in the Kantari neighborhood.
1278.0,,United States,Unknown,New York City,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Fuerzas Armadas de Liberacion Nacional (FALN),Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,0,"UNITED STATES.  A Puerto Rican nationalist group, the FALN, took credit for an explosion at the offices of the US mission to the UN.    They were also responsible for explosions outside the State Department and the Bureau of Indian Affairs, and seven other nearly simultaneous bombings of banks and other buildings in New York and Chicago.  No one was injured in the blast, which caused minor structural damage to the buildings.  The bombings were part of the coordinated attack against Yankee government and monopoly capitalist institutions. The FALN reiterated its demand for the release of five imprisoned Puerto Rican nationalists who were convicted of the attempt to assassinate the late President Harry S. Truman and the wounding of five congressmen in the 1950s."
1279.0,,Israel,Unknown,Jerusalem,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,8,"ISRAEL.  A thirty-three pound bomb planted in a French car parked in front of Jerusalem's Eyal Hotel exploded, wrecking the groundfloor lobby of the hotel, shattering windows in stores and apartments as far as one hundred yards away, damaging ten shops and injuring eight persons, including two young Swiss women, two Israelis and an Arab.  Arab terrorists were suspected and fifteen to twenty Arabs were taken into custody for questioning."
1280.0,,Lebanon,Unknown,Beirut,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Firearms,0,0,LEBANON.  Officials of the French embassy were pinned down in their compound on Rue Clemenceau in Beirut by gunfire.
1281.0,,Argentina,Unknown,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Montoneros (Argentina),Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Unknown,1,0,"ARGENTINA.  Four Montonero gunmen assassinated the personnel manager of the products division of Fiat-Concord, Argentina's largest auto firm.  The group had threatened to kill company executives if their demands were not met.  The company had closed its plant on October 20 but was compelled by the government to reopen the installation."
1282.0,,Turkey,Unknown,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,0,TURKEY.  A dynamite bomb exploded in the parking lot of the British consulate.  There were no injuries.
1283.0,,Turkey,Unknown,Istanbul,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Fire or Firebomb,0,0,TURKEY.  Two Molotov cocktails exploded in the Istanbul garden of the Iranian consulate.  There were no injuries reported.  A dynamite bomb exploded in front of the Turkish-Iranian Friendship Society in Istanbul. Police speculated the attacks were to protest the visit of the Shah of Iran.
1284.0,,Turkey,Unknown,Istanbul,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Fire or Firebomb,0,0,TURKEY.  Two Molotov cocktails exploded in the Istanbul garden of the Iranian consulate.  There were no injuries reported.  A dynamite bomb exploded in front of the Turkish-Iranian Friendship Society in Istanbul. Police speculated the attacks were to protest the visit of the Shah of Iran.
1285.0,,Lebanon,Unknown,Beirut,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Unknown,0,0,"LEBANON.  An American pilot for Lebanon's Trans-Mediterranean Airways, Herman Huddleston, was kidnapped in Beirut by four Palestinians. He was released unharmed on November 3, 1975."
1286.0,,United States,Unknown,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Secret Organization Zero,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,1,0,"UNITED STATES.  Rolando Masferrer, known as El Tigre (The Tiger), was assassinated by a car bomb planted by the Secret Organization of Zero because of his systematic work in the destruction of the anti-Communist struggle.  Masferrer, a notorious Batista hit man was killed because of an alleged association with the Cuban intelligence service.  A communique announcing his death went on to state that His assassination, like that of...Torriente [see April 13, 1974] should serve as an example for those who disdain the cause of Cuban liberation.  It is necessary to cleanse the exile community in order to liberate Cuba."
1287.0,,Puerto Rico,Unknown,San Juan,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,0,PUERTO RICO.  Unknown perpetrators exploded two devices in the hull below the waterline of the Russian vessel S.S. Maksim Gorkiy.  The ship was at anchor visiting the port of San Juan with cruise passengers on board at the time of the incident.  The explosions ripped holes in the hull.
1288.0,,Philippines,Unknown,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Firearms,0,0,"PHILIPPINES.  Six Japanese nationals were kidnapped from their fishing vessel off Basilan Island by ten armed men.  All of the Japanese were released on December 6 after a settlement was reached between the Philippine government and the kidnappers, who probably were Moslem rebels."
1289.0,,Bangladesh,Unknown,Dhaka,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,0,"BANGLADESH.  A live grenade was found on the grounds of the residence of Samar Sen, the Indian ambassador."
1290.0,,Lebanon,Unknown,Beirut,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Al-Sa'iqa,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Firearms,0,0,"LEBANON.  Two Sai'qa members entered the Pan Am hangar at Beirut International Airport and held five maintenance men at gunpoint, demanding jeeps or trucks.  Finding none at the hangar, they left.  Army troops intercepted them and killed them in a gun battle after they refused to surrender."
1291.0,,Israel,Unknown,Jerusalem,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,al-Fatah,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,6,40,"ISRAEL.  A terrorist bomb exploded among shoppers and pedestrians in Zion Square, Jerusalem's main shopping street, killing six people and injuring 40 others.  Al Fatah's Damascus offices claimed credit, as did the Martyr George Haddad Unit of the DFLP."
1292.0,,Israel,Unknown,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Democratic Front for the Liberation of Palestine (,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Firearms,3,1,"ISRAEL.  Golan Heights.  Three members of the DFLP broke into a school dormitory at Ramat Magshimim, lined students against the wall, and began shooting them in the back.  The students were also army sergeants. A survivor fled to warn others on the farming settlement.  The terrorists, armed with submachine guns and hatchets, killed three and wounded another before escaping into Syria."
1293.0,,Angola,Unknown,,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Unknown,0,0,"ANGOLA.  Members of the MPLA kidnapped Don Webster of CBS and Bill Mutschmann, a freelance photographer, and accused them of being CIA agents. Upon their release on December 11, 1975, they complained of poor treatment, inedible food, unsanitary conditions and much harassment by their captors."
1294.0,,Lebanon,Unknown,Beirut,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Firearms,1,0,LEBANON.  A British businessman was fatally shot by Arab gunmen in Beirut who apparently mistook him for an American.
1295.0,,Bangladesh,Unknown,Dhaka,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Firearms,0,1,"BANGLADESH.  Six men attacked the Indian High Commissioner (ambassador) as he arrived for work, shooting him in the right shoulder.  Guards killed four of the attackers and wounded the other two, whom they said belonged to the defunct National Socialist Party and were followers of former Prime Minister Sheik Mujibur Rahman."
1296.0,,United States,Unknown,Miami,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Anti-Castro Cubans,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,0,"UNITED STATES.  Cuban Power 76, another name for the Frente de Liberacion Nacional Cubana (FLNC), was responsible for the planting of a time bomb found on board a Bahamassair flight at Miami International Airport. The bomb was strong enough to have killed everyone on board had it exploded midflight."
1297.0,,Mexico,Unknown,Mexico City,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Anti-Castro Cubans,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,0,MEXICO.  A bomb exploded under the Cuban ambassador's car in Mexico City.  The FLNC was believed responsible for the attack.
1298.0,,Mexico,Unknown,Mexico City,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Anti-Castro Cubans,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,0,MEXICO.  A bomb was placed in the Soviet embassy in Mexico City.  The FLNC was believed responsible for the attack.
1299.0,,Ethiopia,Unknown,Asmara,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Eritrean Liberation Front (ELF),Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Unknown,0,0,ETHIOPIA.  Two Hong Kong businessmen were kidnapped in Asmara by Eritrean separatists.
1300.0,,Netherlands,Unknown,Beilen,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Free South Moluccan Youth's,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Firearms,2,1,"THE NETHERLANDS.  Seven armed extremists, calling themselves the Free South Moluccan Youths and demanding independence for the Indonesian Island of South Molucca, seized a passenger train near Beilen in Northern Netherlands, killing at least three men and taking about 64 hostages.  Twenty-six of the original 64 hostages either escaped or were released, leaving a total of 38 hostages on the Beilen train. The terrorists demanded a bus to take them to Schiphol airport near Amsterdam, and a plane to fly them to an unknown destination.  Later, in another note, they demanded the release of five Moluccans held in Dutch prisons on charges of terrorist actions, and Dutch recognition of what they called their government in exile. An explosion aboard the hijacked train injured one of the attackers and slightly wounded a passenger hostage.  The young Asian terrorists surrendered to police on December 14, releasing the remaining hostages after a 12-day siege of the train.  The terrorists were tried and sentenced to 14 years in prison.ADDINFO FF:  In the first incident, 7 armed S.  Moluccans Dec.  2 seized a train bound for Amsterdam near Beilin, killed two people and held 50 hostages."
1301.0,,United States,Unknown,Miami,,,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Other,Unknown,Unknown,Unknown,False,False,False,Unknown,Unknown,Explosives,0,0,"UNITED STATES.  The Miami office of the FBI was bombed, along with those of a Social Security office, a State unemployment office, two post offices, a bank, a state attorney's office, and the Miami Police Department Headquarters.  Rolando Otero, a former member of Brigade 2506, was accused of the bombings."
